,Stock,Name,전화번호/0A1090,중분류/0A1132,PER(FY End)/0D2103,Dividend Yield(FY End)/0D2153,PBR(FY End)/0D2123,기말주가/0D1133,유동자산(계)/012000,유동부채(계)/016000,부채비율/093060,유동비율/193020,자기자본순이익율/092070,매출액/121000,재고자산회전율1/194080,매출채권회전율/194120,EBITDA/0D2010,주당순이익/0D2001,주당순이익/0D2001.1,PCR(FY End)/0D2133,매출액증가율/091060,영업이익(손실)/125000,Final Grade,Environment,Social,Governance
670,67390.0,아스트,055-851-7000,C31000/기타 운송장비 제조업,,0.0,5.07049471036,7520.0,140809449000.0,124883036000.0,124.57,112.75,-8.59,23954130000.0,0.4,5.35,-3694157000.0,-823,-276,,-13.77,-7907929000.0,670,670,670,670
671,69260.0,휴켐스,02-2262-0600,C20000/화학물질 및 화학제품 제조업;의약품 제외,19.98284734133,0.0,1.43789171749,23300.0,454500335000.0,108342877000.0,29.27,419.5,13.37,389664596000.0,21.95,9.91,70546536000.0,1284,1166,29.11262713346,28.02,55426578000.0,A,B+,A+,A
672,175140.0,인포마크,02-6205-0505,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",37.20930232558,0.0,4.44661834674,8000.0,28740907000.0,28231631000.0,265.73,101.8,24.26,23189949000.0,4.62,8.39,2521598000.0,-2988,215,10.94271488756,65.66,1480672000.0,672,672,672,672
673,131970.0,테스나,031-646-8500,"M72000/건축기술, 엔지니어링 및 기타 과학기술 서비스업",58.51334180432,0.0,3.38804978557,46050.0,62881588000.0,121872614000.0,95.72,51.6,11.72,87198925000.0,,10.3,60215036000.0,2260,787,12.45739328031,37.02,18110144000.0,B+,A,A,B+
674,69620.0,대웅제약,02-550-8800,C21000/의료용 물질 및 의약품 제조업,,0.0,4.36889973324,172000.0,364710910000.0,420053279000.0,109.93,86.82,-3.05,514743130000.0,7.13,8.21,63538854000.0,294,-809,210.82306796592,13.3,46870059000.0,A,B,A+,A
675,96690.0,에이루트,031-8077-5000,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,1.31053684681,8030.0,43434417000.0,45208611000.0,56.91,96.08,-36.56,17506442000.0,5.16,5.77,633681000.0,-2104,-1243,,70.49,-121863000.0,675,675,675,675
676,83450.0,글로벌스탠다드테크놀로지,031-371-2200,C29000/기타 기계 및 장비 제조업,13.84266263237,0.0,2.28791754495,27450.0,105359069000.0,40269798000.0,37.58,261.63,32.85,138798447000.0,11.81,8.08,22565291000.0,1285,1983,21.41035340732,59.87,21229066000.0,676,676,676,676
677,141000.0,비아트론,070-4016-3200,C29000/기타 기계 및 장비 제조업,16.50280898876,0.0,0.96078760052,11750.0,104309823000.0,32200053000.0,22.46,323.94,11.55,41475383000.0,13.12,2.62,6835939000.0,950,712,6.52049655662,54.41,6444019000.0,677,677,677,677
678,3580.0,넥스트사이언스,02-6925-4450,B07000/비금속광물 광업;연료용 제외,,0.0,7.29010309367,16950.0,31188660000.0,7498884000.0,8.18,415.91,-7.22,8799401000.0,30.44,3.46,-1818386000.0,-915,-81,,16.86,-2894119000.0,C,D,C,B
679,45510.0,정원엔시스,02-514-7007,"J62000/컴퓨터 프로그래밍, 시스템 통합 및 관리업",,0.0,2.69600523057,3340.0,44641136000.0,25088831000.0,72.97,177.93,,56579898000.0,13.96,4.51,-617397000.0,23,-,,-2.63,-681375000.0,679,679,679,679
680,139670.0,키네마스터,02-2194-5300-7,J58000/출판업,,0.0,20.66700639827,18250.0,11040630000.0,938871000.0,16.47,1175.95,-5.53,12445952000.0,,9.78,-293061000.0,144,-26,852.00746965452,-10.9,-628541000.0,680,680,680,680
681,39980.0,리노스,02-3489-6800,G47000/소매업; 자동차 제외,58.75,0.0,1.04995085336,1645.0,90942510000.0,29214358000.0,45.07,311.29,3.51,33501974000.0,1.7,9.6,1507139000.0,-158,28,5.10901298217,39.35,1168122000.0,681,681,681,681
682,93240.0,형지엘리트,032-454-8400,"C14000/의복, 의복액세서리 및 모피제품 제조업",,,,,,,,,,,,,,-91,,,,,B,D,B,B
683,187870.0,디바이스이엔지,041-629-5200,C29000/기타 기계 및 장비 제조업,16.66666666666,0.0,2.55639644128,39400.0,126824126000.0,48715912000.0,44.13,260.33,31.34,60937076000.0,3.65,11.94,19602384000.0,4399,2364,80.6270080013,14.88,19091863000.0,683,683,683,683
684,86670.0,비엠티,055-783-1000,C29000/기타 기계 및 장비 제조업,19.35483870967,0.0,1.40006716264,13800.0,100944998000.0,61916657000.0,119.63,163.03,15.02,54347686000.0,2.88,3.91,6304410000.0,491,713,,14.59,5110067000.0,684,684,684,684
685,89530.0,에이티세미콘,070-5208-5055,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,-319,,,,,685,685,685,685
686,200710.0,에이디테크놀로지,031-219-9700,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",35.68147013782,0.0,2.12146237044,23300.0,137641816000.0,63331035000.0,43.32,217.34,11.46,152899925000.0,8.75,24.03,8651971000.0,157,653,,18.88,8061838000.0,686,686,686,686
687,119850.0,지엔씨에너지,02-2164-9200,C28000/전기장비 제조업,26.97560975609,0.0,1.09087394192,5530.0,71331234000.0,40323206000.0,48.87,176.9,7.88,46832372000.0,6.29,4.41,3232863000.0,265,205,,-26.16,2171859000.0,687,687,687,687
688,95340.0,아이에스시,031-777-7675,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",29.31242460796,0.0,2.03327713232,24300.0,89526997000.0,49269351000.0,26.04,181.71,12.71,70194386000.0,22.8,5.2,16892378000.0,1892,829,33.19264024914,18.84,15025450000.0,688,688,688,688
689,241690.0,유니테크노,051-203-5460,C30000/자동차 및 트레일러 제조업,37.26775956284,0.0,2.18975055466,6820.0,42873069000.0,37339999000.0,63.03,114.82,11.71,38311111000.0,16.44,7.22,3630590000.0,387,183,35.53749153248,25.81,3630590000.0,689,689,689,689
690,114810.0,아이원스,031-238-7785-6,C29000/기타 기계 및 장비 제조업,18.35589941972,0.0,1.8988772813,9490.0,57085772000.0,78000699000.0,70.69,73.19,20.44,77998480000.0,10.57,9.25,19788838000.0,16,517,19.53036570558,6.18,15002006000.0,690,690,690,690
691,95610.0,테스,031-323-2552-4,C29000/기타 기계 및 장비 제조업,12.252042007,0.0,2.30069751305,31500.0,217178012000.0,46761622000.0,18.14,464.44,37.89,257310883000.0,8.79,24.91,57883035000.0,1549,2571,9.62005368906,90.24,55237547000.0,691,691,691,691
692,73240.0,금호타이어,062-940-2114,C22000/고무제품 및 플라스틱제품 제조업,,,,,,,,,,,,,,-1406,,,,,B,D,B,B+
693,90460.0,비에이치,032-510-2000,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",33.90804597701,0.0,2.7117709243,20650.0,312585057000.0,161694330000.0,67.04,193.32,14.93,169263637000.0,14.66,1.48,15427640000.0,-348,609,,102.33,10849500000.0,C,D,D,B
694,83420.0,그린케미칼,041-661-5000,C20000/화학물질 및 화학제품 제조업;의약품 제외,47.22222222222,0.0,2.54998725006,11900.0,89067237000.0,69826375000.0,69.59,127.56,10.25,126287084000.0,11.68,7.4,15532281000.0,442,252,32.28256741359,4.79,7422461000.0,A,B+,A,A
695,299030.0,하나기술,031-8053-4000,C29000/기타 기계 및 장비 제조업,,0.0,9.41156243793,63500.0,83527695000.0,69815464000.0,165.06,119.64,-9.54,28069090000.0,2.47,3.02,-4213846000.0,-13635,-357,,-48.88,-5047174000.0,695,695,695,695
696,68400.0,에스케이렌터카,1544-1600,L69000/임대업;부동산 제외,31.20728929384,0.0,1.39953008478,13700.0,199074380000.0,826803014000.0,428.27,24.08,8.46,503522164000.0,122.7,11.86,241095222000.0,421,439,,18.68,45801415000.0,696,696,696,696
697,83500.0,에프엔에스테크,041-584-4460,C29000/기타 기계 및 장비 제조업,60.41666666666,0.0,1.73870292761,11600.0,17461544000.0,13987692000.0,39.38,124.84,5.4,41170212000.0,4.84,10.63,2220058000.0,1049,192,,104.14,1365017000.0,697,697,697,697
698,72710.0,농심홀딩스,02-820-7820,M71000/전문서비스업,24.2750373692,0.0,0.67150825219,81200.0,14473525000.0,324556000.0,0.91,4459.48,5.54,19291130000.0,,,,3162,3345,24.38753352535,,15413453000.0,B+,D,B+,A
699,102710.0,이엔에프테크놀로지,031-881-8200,C20000/화학물질 및 화학제품 제조업;의약품 제외,61.06346483704,0.0,1.81292175256,35600.0,143931597000.0,77354411000.0,43.5,186.07,5.86,208938310000.0,9.4,7.13,23826022000.0,2636,583,159.38395415472,5.18,12328461000.0,699,699,699,699
700,121800.0,비덴트,070-8668-6611-6,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3.02325581395,0.0,0.87336328361,9100.0,27610738000.0,43930911000.0,30.74,62.85,67.84,6107133000.0,1.99,3.2,252513000.0,586,3010,778.44311377245,13.92,-259417000.0,700,700,700,700
701,46120.0,오르비텍,02-852-2223-4,"M72000/건축기술, 엔지니어링 및 기타 과학기술 서비스업",48.83720930232,0.0,3.8828489017,8400.0,51235326000.0,51368833000.0,99.53,99.74,16.04,27235014000.0,3.44,2.93,2039493000.0,-899,172,,32.12,519554000.0,701,701,701,701
702,282880.0,코윈테크,041-547-2131,C29000/기타 기계 및 장비 제조업,75.16339869281,0.0,2.21987366023,23000.0,81201106000.0,41024853000.0,44.97,197.93,5.69,36515620000.0,11.55,2.3,2747968000.0,123,306,,88.42,2310354000.0,702,702,702,702
703,38950.0,파인디지털,031-788-8800,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",27.30897009966,0.0,1.00502758323,8220.0,71234337000.0,7447326000.0,12.86,956.51,5.9,43273965000.0,11.12,8.24,3097875000.0,656,301,,4.45,2780788000.0,703,703,703,703
704,153460.0,네이블커뮤니케이션즈,070-7780-9910,J58000/출판업,,0.0,1.83168990045,6600.0,19902523000.0,2348544000.0,10.93,847.44,-6.64,4750368000.0,33.2,2.84,-776712000.0,90,-125,57.81865965834,35.11,-939958000.0,704,704,704,704
705,317850.0,대모엔지니어링,031-488-6000,C29000/기타 기계 및 장비 제조업,47.86259541984,0.0,1.19700805259,6270.0,33905837000.0,13734829000.0,73.84,246.86,5.01,24733276000.0,5.72,5.11,1733163000.0,15,131,14.21253060114,15.31,971354000.0,705,705,705,705
706,148250.0,알엔투테크놀로지,031-376-5400,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",80.25,0.0,2.85980029506,16050.0,45441825000.0,11008049000.0,77.47,412.81,7.4,15038604000.0,4.94,6.93,4201020000.0,565,200,28.59841060546,4.41,2387881000.0,706,706,706,706
707,138690.0,엘아이에스,031-427-8492,C29000/기타 기계 및 장비 제조업,,0.0,6.16073128927,6470.0,33543948000.0,142593336000.0,829.91,23.52,-197.74,32524045000.0,1.98,3.86,-34027797000.0,269,-1979,,-73.85,-34727147000.0,707,707,707,707
708,49800.0,우진플라임,043-540-9000,C29000/기타 기계 및 장비 제조업,11.79083094555,0.0,1.25268650264,4115.0,119615774000.0,167018625000.0,306.32,71.62,21.95,122649248000.0,5.52,4.01,11491273000.0,770,349,4.14384113429,21.32,6457044000.0,A,B+,A+,B+
709,241770.0,메카로,031-663-4476,C20000/화학물질 및 화학제품 제조업;의약품 제외,41.36690647482,0.0,0.83794079328,11500.0,58882519000.0,8760312000.0,8.96,672.15,3.87,38186572000.0,5.46,10.59,7425549000.0,-110,278,25.6753739674,12.39,2962352000.0,709,709,709,709
710,115480.0,씨유메디칼시스템,033-747-7657,"C27000/의료, 정밀, 광학기기 및 시계 제조업",,0.0,1.03669108021,1465.0,39867306000.0,27761846000.0,73.9,143.6,-5.68,13132254000.0,6.01,2.8,1877172000.0,-1155,-43,31.30341880341,-56.93,1144870000.0,710,710,710,710
711,105330.0,케이엔더블유,031-950-0200,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3043.3333333333,0.0,2.89915819623,9130.0,17838894000.0,9139569000.0,30.67,195.18,0.19,7926432000.0,37.6,2.05,493011000.0,-1987,3,64.20534458509,-14.29,-388324000.0,711,711,711,711
712,257370.0,명성티엔에스,053-582-3577,C29000/기타 기계 및 장비 제조업,33.86029411764,0.0,2.04613467165,9210.0,32211668000.0,25578129000.0,111.94,125.93,11.88,10543537000.0,1.53,1.19,-944933000.0,-1593,272,14.44637899392,6.27,-1301841000.0,712,712,712,712
713,247660.0,나노씨엠에스,041-587-3901-4,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,2.45789756692,15450.0,24195268000.0,4540033000.0,25.2,532.93,-33.09,2407383000.0,1.16,19.99,-98264000.0,,-722,,,-207286000.0,713,713,713,713
714,90740.0,연이비앤티,041-620-1500,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",32.04081632653,0.0,2.86073504491,4710.0,32073588000.0,43499797000.0,145.14,73.73,21.19,4568614000.0,,23.63,725396000.0,-3975,147,,68.41,414161000.0,714,714,714,714
715,97800.0,윈팩,031-8020-4400,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,2.08118277779,2500.0,20983931000.0,53750114000.0,154.01,39.04,-19.83,48594781000.0,16.82,17.89,4947065000.0,137,-133,36.77552221241,-16.61,-3473937000.0,715,715,715,715
716,41140.0,넥슨지티,031-779-2500,J58000/출판업,35.3825136612,0.0,3.69615599776,12950.0,89622595000.0,4415805000.0,6.41,2029.59,21.33,25051713000.0,,3.63,13409543000.0,92,366,100.77036806474,70.96,12734824000.0,B+,B+,B+,B+
717,38070.0,서린바이오사이언스,031-628-3000,G46000/도매 및 상품중개업,59.73684210526,0.0,3.1359915121,22700.0,45636296000.0,18441776000.0,36.13,247.46,10.11,36673831000.0,6.49,6.73,4842253000.0,610,380,37.18994724597,35.04,4112121000.0,717,717,717,717
718,115310.0,인포바인,02-3775-3366,J61000/통신업,12.63070996147,0.0,0.8140679454,22950.0,74676009000.0,2824750000.0,4.11,2643.63,8.64,9333041000.0,,6.06,4785828000.0,3047,1817,10.91874455846,-1.4,4785828000.0,718,718,718,718
719,95190.0,이엠코리아,055-274-9600,C29000/기타 기계 및 장비 제조업,,0.0,2.11567867573,5230.0,53809769000.0,58476801000.0,74.24,92.02,-1.41,38372939000.0,4.36,7.15,3763618000.0,-22,-18,10.89424458933,1.62,781111000.0,719,719,719,719
720,99430.0,바이오플러스,070-7706-4437,C21000/의료용 물질 및 의약품 제조업,,,,,29602044000.0,15096106000.0,51.52,196.09,44.45,18229289000.0,7.55,4.25,,,,,127.76,8067714000.0,720,720,720,720
721,74600.0,원익큐엔씨,054-479-9500,C23000/비금속 광물제품 제조업,25.23012552301,0.0,2.96161685616,30150.0,71749373000.0,71928037000.0,34.88,99.75,23.48,151367028000.0,8.13,19.23,43394337000.0,1660,1195,27.89626106829,24.19,37085976000.0,721,721,721,721
722,121890.0,에스디시스템,031-739-6500,C28000/전기장비 제조업,5.51492537313,0.0,0.95634956582,739.0,7055046000.0,3871488000.0,55.24,182.23,37.42,11743749000.0,14.45,3.25,1355021000.0,-232,134,,4.2,1177509000.0,722,722,722,722
723,74610.0,이엔플러스,031-366-9600,C29000/기타 기계 및 장비 제조업,,0.0,2.66657907467,4465.0,41822213000.0,28848615000.0,35.28,144.97,-20.64,7327580000.0,1.24,3.12,-4250773000.0,-316,-163,,-60.24,-4347841000.0,723,723,723,723
724,189860.0,서전기전,031-632-5520,C28000/전기장비 제조업,36.97142857142,0.0,1.53639742113,6470.0,24005692000.0,12638703000.0,32.97,189.94,8.32,31078711000.0,15.58,3.84,2098267000.0,262,175,,52.86,1497990000.0,724,724,724,724
725,93190.0,빅솔론,031-218-5500,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",10.1461038961,0.0,0.79970724317,6250.0,98890695000.0,13412124000.0,11.64,737.32,13.52,40244536000.0,2.92,5.11,6386490000.0,312,616,,22.56,4342186000.0,725,725,725,725
726,66700.0,테라젠이텍스,031-497-4100,C21000/의료용 물질 및 의약품 제조업,,0.0,1.10227194808,8520.0,46400970000.0,33638604000.0,33.05,137.94,-0.87,31296895000.0,5.13,2.13,-483740000.0,-217,-43,,9.36,-1597049000.0,726,726,726,726
727,376180.0,피코그램,032-678-5114,C33000/기타 제품 제조업,,,,,10137511000.0,3882830000.0,152.71,261.09,22.73,13460752000.0,11.42,11.2,,,,,,1962764000.0,727,727,727,727
728,70590.0,한솔인티큐브,02-6005-3000,J58000/출판업,,0.0,2.39978815663,3625.0,26612171000.0,9038317000.0,48.35,294.44,-25.66,20072125000.0,23.17,5.47,-2601933000.0,126,-230,,-27.02,-3318933000.0,728,728,728,728
729,256940.0,케이피에스,031-8041-5400,C29000/기타 기계 및 장비 제조업,,0.0,4.92216821509,17600.0,41946151000.0,10562090000.0,19.51,397.14,-7.49,1184115000.0,15.22,0.17,-1904432000.0,71,-135,,-76.1,-2169394000.0,729,729,729,729
730,75970.0,동국알앤에스,055-323-6448,C23000/비금속 광물제품 제조업,113.33333333333,0.0,1.65709583919,5780.0,41429710000.0,34153041000.0,60.98,121.31,2.88,33039017000.0,4.5,3.09,1082139000.0,62,51,,0.8,1082139000.0,730,730,730,730
731,159010.0,아스플로,031-352-2301,C29000/기타 기계 및 장비 제조업,,,,,34617901000.0,32394557000.0,155.53,106.86,18.0,30345854000.0,4.38,6.13,,,,,,3275706000.0,731,731,731,731
732,96870.0,엘디티,041-520-7300,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",32.17647058823,0.0,3.11071176724,5470.0,8801071000.0,1568733000.0,15.4,561.03,19.21,6562915000.0,5.07,5.02,1219159000.0,202,170,1089.6414342629,63.86,987486000.0,732,732,732,732
733,145720.0,덴티움,080-050-2875,"C27000/의료, 정밀, 광학기기 및 시계 제조업",33.59213250517,0.0,3.07626385148,64900.0,170225939000.0,196392534000.0,122.3,86.68,14.63,102611212000.0,4.35,1.18,24453594000.0,1675,1932,25.58371472384,33.73,19337485000.0,B+,B,B+,B+
734,313760.0,윌링스,031-326-3000,C28000/전기장비 제조업,,0.0,1.99519691058,13650.0,28184747000.0,8968703000.0,33.69,314.26,-14.04,11785823000.0,2.09,1.57,-3250064000.0,66,-503,,-72.86,-3598260000.0,734,734,734,734
735,234340.0,세틀뱅크,1600-5220,J63000/정보서비스업,43.82871536523,0.0,2.85302026628,34800.0,182649747000.0,97602649000.0,82.65,187.14,11.83,46523507000.0,,24.19,8840617000.0,1330,794,167.1469740634,29.56,7472000000.0,735,735,735,735
736,130580.0,나이스디앤비,02-2122-2500,N75000/사업지원 서비스업,19.23076923076,0.0,2.98036562848,10750.0,51863517000.0,16852403000.0,29.97,307.75,30.09,37114360000.0,,7.07,11909235000.0,679,559,23.00006418622,8.15,10388882000.0,736,736,736,736
737,138070.0,신진에스엠,063-352-5301-4,C25000/금속가공제품 제조업;기계 및 가구 제외,67.57575757575,0.0,1.45036499768,11150.0,45316427000.0,15929194000.0,44.07,284.49,4.07,21818673000.0,3.09,3.86,2622698000.0,-63,165,27.43264854225,19.73,1344722000.0,737,737,737,737
738,77970.0,STX엔진,055-280-0114,C29000/기타 기계 및 장비 제조업,,0.0,1.67306511142,14900.0,381238845000.0,450278853000.0,202.34,84.67,-6.42,208781598000.0,2.76,3.09,322150000.0,1133,-358,,2.22,-6203132000.0,B,C,B,B+
739,118990.0,모트렉스,070-4862-6100,C30000/자동차 및 트레일러 제조업,22.7037037037,0.0,2.55284769535,6130.0,101661165000.0,116643475000.0,112.36,87.16,19.16,135840600000.0,6.93,4.17,13806353000.0,-628,270,18.93202384261,17.37,8152334000.0,739,739,739,739
740,263540.0,샘코,055-850-7700,C31000/기타 운송장비 제조업,,0.0,6.79480694655,2015.0,21680178000.0,30610365000.0,375.25,70.83,-91.39,7982036000.0,1.53,3.47,-1889705000.0,-544,-163,28.95114942528,-1.69,-3648220000.0,740,740,740,740
741,78520.0,에이블씨엔씨,02-2199-0123,C20000/화학물질 및 화학제품 제조업;의약품 제외,,0.0,2.32567153765,10200.0,107764320000.0,55178087000.0,62.38,195.3,-69.65,107348326000.0,6.4,8.57,-4222989000.0,-3658,-1987,35.78947368421,-14.09,-7322244000.0,A,B+,A+,B+
742,221840.0,하이즈항공,055-850-8800,C31000/기타 운송장비 제조업,,0.0,1.72860847018,6680.0,63444817000.0,42589725000.0,114.4,148.97,-21.91,8716974000.0,1.27,2.83,-3758270000.0,-273,-467,,-50.32,-6226060000.0,742,742,742,742
743,78350.0,한양디지텍,031-695-5000,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13.01369863013,0.0,1.67524125678,7600.0,62601035000.0,49110149000.0,76.96,127.47,26.59,120306377000.0,16.26,12.78,8550456000.0,439,584,11.72785210561,81.78,7895522000.0,743,743,743,743
744,304840.0,피플바이오,031-526-7825,C21000/의료용 물질 및 의약품 제조업,,0.0,17.71003303219,26700.0,44349094000.0,724771000.0,170.86,6119.05,-57.99,110930000.0,0.83,0.5,-2982566000.0,-867,-345,,-61.18,-3233615000.0,744,744,744,744
745,89970.0,에이피티씨,031-645-1000,C29000/기타 기계 및 장비 제조업,18.73622336517,0.0,5.96872388683,25500.0,97636411000.0,25142904000.0,27.71,388.33,60.83,114785513000.0,6.4,33.85,36026432000.0,1177,1361,13.66793876763,168.08,35670847000.0,745,745,745,745
746,352700.0,씨앤투스성진,02-585-5915,C13000/섬유제품 제조업; 의복제외,8.43545751633,0.0,1.59802634073,20650.0,104686527000.0,29191249000.0,22.19,358.62,46.09,79071701000.0,12.84,10.62,30112333000.0,,2448,22.61675282572,,28776931000.0,746,746,746,746
747,137400.0,피엔티,054-469-6900,C29000/기타 기계 및 장비 제조업,21.39084507042,0.0,3.71518163874,24300.0,262963383000.0,208132610000.0,160.51,126.34,36.73,175479722000.0,2.27,3.89,26156489000.0,1201,1136,60.30824212642,-0.11,25359360000.0,747,747,747,747
748,36170.0,클라우드에어,031-205-5300,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,1.39216226705,2475.0,66040188000.0,2435265000.0,5.37,2711.83,-1.32,7775041000.0,9.71,6.19,1124232000.0,-284,-12,77.24719101123,29.27,791978000.0,748,748,748,748
749,222040.0,코스맥스엔비티,031-8016-8527,C10000/식료품 제조업,49.58333333333,0.0,1.98290700832,11900.0,89704864000.0,157623769000.0,157.96,56.91,8.12,109989331000.0,10.58,7.77,15858147000.0,-227,240,26.51042594902,10.93,12534803000.0,749,749,749,749
750,14580.0,태경비케이,02-3661-8018,C23000/비금속 광물제품 제조업,31.875,0.0,1.21964051693,5100.0,52402005000.0,47655360000.0,52.52,109.96,6.93,62971759000.0,8.04,6.23,7168100000.0,98,160,13.08161904273,3.76,3685105000.0,750,750,750,750
751,79550.0,엘아이지넥스원,1644-2005,C25000/금속가공제품 제조업;기계 및 가구 제외,21.76923076923,0.0,1.68065896084,42450.0,1715909988000.0,1689940399000.0,297.47,101.54,12.35,790459463000.0,6.59,2.51,66325373000.0,2664,1950,,12.87,41735096000.0,751,751,751,751
752,171010.0,램테크놀러지,031-323-1119,C20000/화학물질 및 화학제품 제조업;의약품 제외,90.76923076923,0.0,2.25403768827,7080.0,22563913000.0,17302124000.0,63.98,130.41,4.3,19277981000.0,5.47,13.98,2135268000.0,133,78,25.48045778449,-0.91,1106851000.0,752,752,752,752
753,84650.0,랩지노믹스,031-628-0702,M70000/연구개발업,7.64872521246,0.0,2.41974512018,24300.0,107353096000.0,30534233000.0,31.83,351.58,72.66,87914675000.0,80.78,3.74,42284183000.0,3923,3177,19.76300657953,43.86,40592034000.0,753,753,753,753
754,78930.0,GS,02-2005-8143,M71000/전문서비스업,42.27605118829,0.0,0.85918808305,46250.0,133539000000.0,222027000000.0,18.37,60.15,4.03,153306000000.0,,,,-564,1094,39.55324080012,-36.16,118511000000.0,B+,B+,A,B+
755,90850.0,현대이지웰,02-3282-7900,J58000/출판업,22.30623818525,0.0,4.43832607403,11800.0,124144330000.0,69785217000.0,96.51,177.89,36.19,47863647000.0,90.96,32.15,12781023000.0,474,529,,8.0,11864353000.0,755,755,755,755
756,200670.0,휴메딕스,070-7492-5600,C21000/의료용 물질 및 의약품 제조업,66.20111731843,0.0,3.05705733078,35550.0,92230820000.0,25149966000.0,50.64,366.72,8.52,43586333000.0,5.35,4.44,10862995000.0,1397,537,,22.73,5366960000.0,756,756,756,756
757,352910.0,오비고,031-8033-3000,"J62000/컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,,,,,,,,,,,757,757,757,757
758,121440.0,골프존뉴딘홀딩스,1577-4333,G46000/도매 및 상품중개업,14.31340872374,0.0,0.77782274596,8860.0,13937214000.0,28260589000.0,19.64,49.32,11.04,39805697000.0,546.12,21.63,31359629000.0,636,619,169.05170768937,67.36,30115416000.0,758,758,758,758
759,175250.0,아이큐어,02-6959-6909,C21000/의료용 물질 및 의약품 제조업,,0.0,4.18267048207,41000.0,62541180000.0,52498943000.0,123.73,119.13,-22.65,21768556000.0,2.82,3.4,-7493648000.0,-2126,-1313,,-5.63,-10336503000.0,759,759,759,759
760,92190.0,서울바이오시스,070-4391-8012,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",52.53164556962,0.0,4.02765983258,16600.0,128703028000.0,176508809000.0,144.6,72.92,14.12,138244584000.0,13.39,3.35,19035631000.0,368,316,,10.75,3552392000.0,760,760,760,760
761,106080.0,하이소닉,031-8040-0500,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,0.0,5.28121179187,3110.0,14924785000.0,8927926000.0,71.68,167.17,-45.12,4851750000.0,4.56,1.45,-1261821000.0,-403,-117,,19.17,-1416735000.0,761,761,761,761
762,376190.0,엘비루셈,054-478-0344,"C26000/전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",30.70175438596,0.0,1.93054984817,14000.0,140587649000.0,44865656000.0,30.03,313.35,13.03,110805992000.0,31.91,5.08,17184570000.0,,456,23.66623842044,,9457670000.0,762,762,762,762
763,68270.0,셀트리온,1661-8722,C21000/의료용 물질 및 의약품 제조업,118.91054030115,0.0,14.40082124906,268500.0,2392394308000.0,777720943000.0,32.68,307.62,17.13,730817423000.0,4.02,1.26,422463787000.0,3799,2258,120.91980112408,-2.55,337244186000.0,C,D,C,B
764,260660.0,알리코제약,080-585-0004,C21000/의료용 물질 및 의약품 제조업,35.25423728813,0.0,2.07819197298,10400.0,65542632000.0,26572571000.0,40.23,246.66,11.22,65741262000.0,7.09,6.56,5378765000.0,832,295,30.9662051511,4.05,4130808000.0,764,764,764,764
765,130660.0,한전산업개발,02-2250-2700,"M72000/건축기술, 엔지니어링 및 기타 과학기술 서비스업",48.46153846153,0.0,4.80406286459,12600.0,81002262000.0,43411216000.0,90.78,186.59,20.1,156202414000.0,1233.68,6.87,15995973000.0,422,260,20.95041734561,3.12,13427473000.0,765,765,765,765
766,29460.0,케이씨,031-670-8900,"C27000/의료, 정밀, 광학기기 및 시계 제조업",17.73981603153,0.0,0.59295816065,27000.0,189252546000.0,24252438000.0,18.39,780.34,6.66,90109104000.0,11.09,10.41,24853908000.0,2494,1522,,29.3,23611909000.0,C,D,C,B+
767,39740.0,한국정보공학,031-789-8600,G46000/도매 및 상품중개업,81.94029850746,0.0,1.10729686447,5490.0,60627520000.0,50612507000.0,131.02,119.79,2.7,92640814000.0,22.85,4.37,1095970000.0,-403,67,102.25367852486,-4.48,946854000.0,767,767,767,767
768,44780.0,에이치케이,031-350-2800,C29000/기타 기계 및 장비 제조업,14.4375,0.0,0.80964848637,2310.0,50930903000.0,30436424000.0,58.2,167.34,11.35,27343869000.0,3.51,2.84,2305219000.0,64,160,9.83606557377,34.4,1740272000.0,768,768,768,768
